"男名","男メイ"
"猶太","なおた"
"直多","なおた"
"直太","なおた"
"直太朗","なおた"
"直太郎","なおた"
"直孝","なおた"
"直汰","なおた"
"直登","なおた"
"直紀","なおた"
"直隆","なおた"
"真多","なおた"
"真太","なおた"
"奈央貴","なおたか"
"奈緒貴","なおたか"
"尚孝","なおたか"
"尚貴","なおたか"
"尚隆","なおたか"
"直喬","なおたか"
"直孝","なおたか"
"直尊","なおたか"
"直峻","なおたか"
"直崇","なおたか"
"直嵩","なおたか"
"直敬","なおたか"
"直貴","なおたか"
"直賢","なおたか"
"直隆","なおたか"
"直高","なおたか"
"直鷹","なおたか"
"菜央貴","なおたか"
"那央貴","なおたか"
"那緒貴","なおたか"
"尚丈","なおたけ"
"尚武","なおたけ"
"直健","なおたけ"
"直剛","なおたけ"
"直威","なおたけ"
"直孟","なおたけ"
"直岳","なおたけ"
"直武","なおたけ"
"直毅","なおたけ"
"直猛","なおたけ"
"直赳","なおたけ"
"直雄","なおたけ"
"尚但","なおただ"
"尚只","なおただ"
"尚唯","なおただ"
"尚忠","なおただ"
"尚正","なおただ"
"直但","なおただ"
"直只","なおただ"
"直唯","なおただ"
"直忠","なおただ"
"直正","なおただ"
"尚竜","なおたつ"
"尚辰","なおたつ"
"尚達","なおたつ"
"直健","なおたつ"
"直建","なおたつ"
"直立","なおたつ"
"直竜","なおたつ"
"直辰","なおたつ"
"直達","なおたつ"
"直龍","なおたつ"
"直種","なおたね"
"尚多郎","なおたろう"
"尚太朗","なおたろう"
"尚太郎","なおたろう"
"直多朗","なおたろう"
"直多郎","なおたろう"
"直太朗","なおたろう"
"直太郎","なおたろう"
"尚周","なおちか"
"尚哉","なおちか"
"尚慈","なおちか"
"尚睦","なおちか"
"尚親","なおちか"
"直周","なおちか"
"直哉","なおちか"
"直慈","なおちか"
"直睦","なおちか"
"直親","なおちか"
"直胤","なおつぐ"
"尚常","なおつね"
"尚恒","なおつね"
"尚矩","なおつね"
"尚経","なおつね"
"猶常","なおつね"
"猶恒","なおつね"
"直常","なおつね"
"直恒","なおつね"
"直矩","なおつね"
"直経","なおつね"
"那士玄","なおつね"
"尚光","なおてる"
"尚照","なおてる"
"尚輝","なおてる"
"治照","なおてる"
"猶光","なおてる"
"猶照","なおてる"
"猶輝","なおてる"
"直光","なおてる"
"直照","なおてる"
"直輝","なおてる"
"七乙","なおと"
"七生斗","なおと"
"七音","なおと"
"七音斗","なおと"
"南乙","なおと"
"南音","なおと"
"名乙","なおと"
"名音","なおと"
"奈乙","なおと"
"奈央斗","なおと"
"奈緒斗","なおと"
"奈緒都","なおと"
"奈音","なおと"
"尚人","なおと"
"尚仁","なおと"
"尚史","なおと"
"尚斗","なおと"
"尚杜","なおと"
"尚渡","なおと"
"尚登","なおと"
"尚都","なおと"
"尚音","なおと"
"巨登","なおと"
"成和翔","なおと"
"成音","なおと"
"治人","なおと"
"治音","なおと"
"猶人","なおと"
"猶斗","なおと"
"猶音","なおと"
"由音","なおと"
"直人","なおと"
"直仁","なおと"
"直十","なおと"
"直大","なおと"
"直心","なおと"
"直斗","なおと"
"直杜","なおと"
"直渡","なおと"
"直登","なおと"
"直透","なおと"
"直都","なおと"
"直音","なおと"
"真士","なおと"
"菜乙","なおと"
"菜音","なおと"
"通人","なおと"
"那乙","なおと"
"那音","なおと"
"野人","なおと"
"野翔","なおと"
"尚刻","なおとき"
"尚常","なおとき"
"尚時","なおとき"
"尚期","なおとき"
"猶刻","なおとき"
"猶時","なおとき"
"直刻","なおとき"
"直常","なおとき"
"直時","なおとき"
"直期","なおとき"
"正独","なおとく"
"尚俊","なおとし"
"尚敏","なおとし"
"直俊","なおとし"
"直利","なおとし"
"直寿","なおとし"
"直年","なおとし"
"直敏","なおとし"
"直歳","なおとし"
"直淑","なおとし"
"直紀","なおとし"
"直伴","なおとも"
"直供","なおとも"
"直侶","なおとも"
"直共","なおとも"
"直友","なおとも"
"直委","なおとも"
"直智","なおとも"
"直朋","なおとも"
"直朝","なおとも"
"直知","なおとも"
"尚仁","なおとよ"
"尚冨","なおとよ"
"尚富","なおとよ"
"尚晨","なおとよ"
"尚豊","なおとよ"
"直仁","なおとよ"
"直冨","なおとよ"
"直富","なおとよ"
"直晨","なおとよ"
"直豊","なおとよ"
"直柔","なおなり"
"均之進","なおのしん"
"尚之進","なおのしん"
"治之進","なおのしん"
"猶之進","なおのしん"
"直之進","なおのしん"
"真之進","なおのしん"
"通之進","なおのしん"
"均之丞","なおのじょう"
"尚之丞","なおのじょう"
"治之丞","なおのじょう"
"猶之丞","なおのじょう"
"直之丞","なおのじょう"
"真之丞","なおのじょう"
"通之丞","なおのじょう"
"尚之介","なおのすけ"
"尚之助","なおのすけ"
"治之助","なおのすけ"
"猶之介","なおのすけ"
"猶之助","なおのすけ"
"直之介","なおのすけ"
"直之助","なおのすけ"
"尚伸","なおのぶ"
"尚信","なおのぶ"
"直伸","なおのぶ"
"直信","なおのぶ"
"直宜","なおのぶ"
"直宣","なおのぶ"
"直展","なおのぶ"
"直延","なおのぶ"
"直暢","なおのぶ"
"直述","なおのぶ"
"尚則","なおのり"
"尚徳","なおのり"
"直典","なおのり"
"直則","なおのり"
"直徳","なおのり"
"直憲","なおのり"
"直教","なおのり"
"直法","なおのり"
"直矩","なおのり"
"直礼","なおのり"
"直範","なおのり"
"直紀","なおのり"
"直規","なおのり"
"直記","なおのり"
"直載","なおのり"
"順徳","なおのり"
"尚治","なおはる"
"尚遙","なおはる"
"直悠","なおはる"
"直映","なおはる"
"直春","なおはる"
"直晴","なおはる"
"直栄","なおはる"
"直治","なおはる"
"直温","なおはる"
"直遙","なおはる"
"直遥","なおはる"
"直陽","なおはる"
"直陽","なおひ"
"君彦","なおひこ"
"均彦","なおひこ"
"奈央彦","なおひこ"
"尚彦","なおひこ"
"巨彦","なおひこ"
"治彦","なおひこ"
"猶彦","なおひこ"
"直彦","なおひこ"
"真彦","なおひこ"
"通彦","なおひこ"
"尚久","なおひさ"
"尚寿","なおひさ"
"尚弥","なおひさ"
"尚恒","なおひさ"
"直久","なおひさ"
"直寿","なおひさ"
"直尚","なおひさ"
"直弥","なおひさ"
"直恒","なおひさ"
"直悠","なおひさ"
"尚偉","なおひで"
"尚秀","なおひで"
"尚英","なおひで"
"治秀","なおひで"
"猶偉","なおひで"
"猶秀","なおひで"
"猶英","なおひで"
"直偉","なおひで"
"直秀","なおひで"
"直英","なおひで"
"尚一","なおひと"
"尚人","なおひと"
"尚仁","なおひと"
"尚斉","なおひと"
"尚等","なおひと"
"直一","なおひと"
"直人","なおひと"
"直仁","なおひと"
"直斉","なおひと"
"直等","なおひと"
"尚平","なおひら"
"尚衡","なおひら"
"治平","なおひら"
"治衡","なおひら"
"猶平","なおひら"
"猶衡","なおひら"
"直平","なおひら"
"直衡","なおひら"
"真平","なおひら"
"真衡","なおひら"
"尚大","なおひろ"
"尚宏","なおひろ"
"尚洋","なおひろ"
"尚浩","なおひろ"
"尚祐","なおひろ"
"直博","なおひろ"
"直啓","なおひろ"
"直大","なおひろ"
"直央","なおひろ"
"直宏","なおひろ"
"直寛","なおひろ"
"直広","なおひろ"
"直弘","なおひろ"
"直洋","なおひろ"
"直浩","なおひろ"
"直裕","なおひろ"
"順大","なおひろ"
"尚史","なおふみ"
"尚文","なおふみ"
"尚書","なおふみ"
"尚章","なおふみ"
"猶史","なおふみ"
"猶文","なおふみ"
"直史","なおふみ"
"直文","なおふみ"
"直書","なおふみ"
"直章","なおふみ"
"尚雅","なおまさ"
"治将","なおまさ"
"直優","なおまさ"
"直勝","なおまさ"
"直大","なおまさ"
"直将","なおまさ"
"直將","なおまさ"
"直政","なおまさ"
"直昌","なおまさ"
"直柾","なおまさ"
"直正","なおまさ"
"直雅","なおまさ"
"尚丸","なおまる"
"直丸","なおまる"
"奈央海","なおみ"
"奈央美","なおみ"
"奈緒海","なおみ"
"奈緒美","なおみ"
"尚己","なおみ"
"尚巳","なおみ"
"尚海","なおみ"
"尚美","なおみ"
"尚臣","なおみ"
"猶巳","なおみ"
"猶美","なおみ"
"直実","なおみ"
"直己","なおみ"
"直巳","なおみ"
"直海","なおみ"
"直美","なおみ"
"菜緒美","なおみ"
"那央巳","なおみ"
"那央海","なおみ"
"那緒美","なおみ"
"尚路","なおみち"
"尚道","なおみち"
"直倫","なおみち"
"直宙","なおみち"
"直往","なおみち"
"直径","なおみち"
"直美智","なおみち"
"直路","なおみち"
"直軌","なおみち"
"直迪","なおみち"
"直途","なおみち"
"直通","なおみち"
"直道","なおみち"
"尚充","なおみつ"
"尚光","なおみつ"
"尚満","なおみつ"
"直三","なおみつ"
"直允","なおみつ"
"直充","なおみつ"
"直光","なおみつ"
"直密","なおみつ"
"直満","なおみつ"
"直貢","なおみつ"
"直夢","なおむ"
"尚宗","なおむね"
"尚意","なおむね"
"尚旨","なおむね"
"尚棟","なおむね"
"猶宗","なおむね"
"猶旨","なおむね"
"直宗","なおむね"
"直意","なおむね"
"直旨","なおむね"
"直棟","なおむね"
"尚元","なおもと"
"尚基","なおもと"
"尚本","なおもと"
"直元","なおもと"
"直基","なおもと"
"直本","なおもと"
"直源","なおもと"
"直礎","なおもと"
"直素","なおもと"
"直許","なおもと"
"尚盛","なおもり"
"直士","なおもり"
"直守","なおもり"
"直杜","なおもり"
"直森","なおもり"
"直盛","なおもり"
"直衛","なおもり"
"直衞","なおもり"
"直衡","なおもり"
"直護","なおもり"
"七緒八","なおや"
"修矢","なおや"
"奈央弥","なおや"
"奈央矢","なおや"
"奈緒弥","なおや"
"奈緒矢","なおや"
"尚也","なおや"
"尚哉","なおや"
"尚弥","なおや"
"尚矢","なおや"
"尚耶","なおや"
"猶也","なおや"
"直也","なおや"
"直哉","なおや"
"直失","なおや"
"直弥","なおや"
"直矢","なおや"
"直耶","なおや"
"脩哉","なおや"
"菜央弥","なおや"
"菜央矢","なおや"
"菜緒弥","なおや"
"菜緒矢","なおや"
"那央弥","なおや"
"那緒弥","なおや"
"尚保","なおやす"
"尚泰","なおやす"
"尚靖","なおやす"
"直休","なおやす"
"直保","なおやす"
"直億","なおやす"
"直安","なおやす"
"直康","なおやす"
"直恭","なおやす"
"直泰","なおやす"
"直穏","なおやす"
"直裕","なおやす"
"直靖","なおやす"
"通康","なおやす"
"尚之","なおゆき"
"治之","なおゆき"
"治幸","なおゆき"
"直之","なおゆき"
"直侑","なおゆき"
"直幸","なおゆき"
"直往","なおゆき"
"直征","なおゆき"
"直恭","なおゆき"
"直維","なおゆき"
"直行","なおゆき"
"直起","なおゆき"
"直雪","なおゆき"
"君為","なおよし"
"尚愛","なおよし"
"直佳","なおよし"
"直吉","なおよし"
"直善","なおよし"
"直喜","なおよし"
"直嘉","なおよし"
"直好","なおよし"
"直愛","なおよし"
"直淑","なおよし"
"直美","なおよし"
"直義","なおよし"
"直良","なおよし"
"尚依","なおより"
"尚頼","なおより"
"直依","なおより"
"直因","なおより"
"直寄","なおより"
"直従","なおより"
"直拠","なおより"
"直選","なおより"
"直順","なおより"
"直頼","なおより"
"尚央","なおん"
"中","なか"
"仲井","なかい"
"中央","なかお"
"名加太","なかた"
"中務","なかつかさ"
"中司","なかつかさ"
"中人","なかと"
"仲豪","なかとし"
"永秀","なかひで"
"永路","なかみち"
"永道","なかみち"
"長満","なかみち"
"長生","なかみち"
"長通","なかみち"
"中村","なかむら"
"中哉","なかや"
"中家","なかや"
"仲也","なかや"
"南夏也","なかや"
"永明","ながあき"
"永晃","ながあき"
"長昭","ながあき"
"長秋","ながあき"
"長章","ながあき"
"永夫","ながお"
"永生","ながお"
"永男","ながお"
"永雄","ながお"
"長夫","ながお"
"長生","ながお"
"長男","ながお"
"長雄","ながお"
"永史","ながし"
"永司","ながし"
"永嗣","ながし"
"永士","ながし"
"永志","ながし"
"永至","ながし"
"長史","ながし"
"長司","ながし"
"長嗣","ながし"
"長士","ながし"
"長志","ながし"
"長至","ながし"
"永太郎","ながたろう"
"永大","ながだい"
"永寿","ながと"
"良翔","ながと"
"長都","ながと"
"長門","ながと"
"永利","ながとし"
"永寿","ながとし"
"永年","ながとし"
"永敏","ながとし"
"長俊","ながとし"
"長年","ながとし"
"長敏","ながとし"
"長友","ながとも"
"永豊","ながとよ"
"永之丞","ながのじょう"
"永則","ながのり"
"永徳","ながのり"
"長徳","ながのり"
"永春","ながはる"
"永晴","ながはる"
"永治","ながはる"
"長春","ながはる"
"長晴","ながはる"
"長治","ながはる"
"永日","ながひ"
"永彦","ながひこ"
"長彦","ながひこ"
"永久","ながひさ"
"長久","ながひさ"
"永英","ながひで"
"長秀","ながひで"
"長英","ながひで"
"永博","ながひろ"
"永宏","ながひろ"
"永弘","ながひろ"
"永裕","ながひろ"
"長大","ながひろ"
"長寛","ながひろ"
"長弘","ながひろ"
"永史","ながふみ"
"永文","ながふみ"
"長史","ながふみ"
"長文","ながふみ"
"永将","ながまさ"
"永政","ながまさ"
"永昌","ながまさ"
"永正","ながまさ"
"永雅","ながまさ"
"長将","ながまさ"
"長政","ながまさ"
"長昌","ながまさ"
"長正","ながまさ"
"長雅","ながまさ"
"永道","ながみち"
"長路","ながみち"
"長道","ながみち"
"永之","ながゆき"
"永幸","ながゆき"
"永行","ながゆき"
"長之","ながゆき"
"長幸","ながゆき"
"長行","ながゆき"
"永佳","ながよし"
"永吉","ながよし"
"永良","ながよし"
"長義","ながよし"
"流","ながる"
"流瑠","ながる"
"流","ながれ"
"流行","ながれ"
"来祈","なき"
"鳴棋","なき"
"那吉","なきち"
"凪","なぎ"
"凪季","なぎ"
"梛","なぎ"
"薙","なぎ"
"那義","なぎ"
"凪亜","なぎあ"
"凪","なぎさ"
"凪佐","なぎさ"
"凪嵯","なぎさ"
"凪左","なぎさ"
"凪差","なぎさ"
"凪査","なぎさ"
"凪沙","なぎさ"
"凪瑳","なぎさ"
"凪砂","なぎさ"
"汀","なぎさ"
"渚","なぎさ"
"渚佐","なぎさ"
"渚左","なぎさ"
"渚差","なぎさ"
"渚査","なぎさ"
"渚砂","なぎさ"
"渚颯","なぎさ"
"凪人","なぎと"
"凪冬","なぎと"
"凪叶","なぎと"
"凪斗","なぎと"
"凪杜","なぎと"
"凪翔","なぎと"
"凪音","なぎと"
"和仁","なぎと"
"和士","なぎと"
"成銀翔","なぎと"
"渚音","なぎと"
"凪之海","なぎのうみ"
"凪之進","なぎのしん"
"凪之丞","なぎのじょう"
"凪之介","なぎのすけ"
"凪之助","なぎのすけ"
"凪彦","なぎひこ"
"凪一","なぎひと"
"凪人","なぎひと"
"凪仁","なぎひと"
"凪斉","なぎひと"
"凪等","なぎひと"
"凪真","なぎまさ"
"凪麻呂","なぎまろ"
"凪麿","なぎまろ"
"那恋","なこ"
"七五三","なごみ"
"和","なごみ"
"和実","なごみ"
"和深","なごみ"
"和","なごむ"
"和夢","なごむ"
"和也","なごや"
"奈五郎","なごろう"
"雅明","なさあき"
"雅臣","なさおみ"
"雅之","なさゆき"
"梨太郎","なしたろう"
"奈四郎","なしろう"
"那心","なしん"
"那仁","なじ"
"那仁","なじん"
"夢空","なす"
"成華","なすか"
"菜図","なず"
"摩颯","なずさ"
"奈善","なぜん"
"那善","なぜん"
"菜創","なそう"
"那存","なぞん"
"奈卓","なたく"
"奈拓","なたく"
"那卓","なたく"
"那拓","なたく"
"菜種","なたね"
"洋","なだ"
