"性","セイ"
"玉谷","たまや"
"玉矢","たまや"
"玉柳","たまやなぎ"
"玉山","たまやま"
"玉吉","たまよし"
"玉寄","たまよせ"
"玉代勢","たまよせ"
"玉寄","たまより"
"玉利","たまり"
"溜","たまり"
"溜渕","たまりぶち"
"溜水","たまりみず"
"多丸","たまる"
"田丸","たまる"
"溜箭","たまるや"
"田廻","たまわり"
"多見","たみ"
"民","たみ"
"民秋","たみあき"
"民井","たみい"
"民岡","たみおか"
"民門","たみかど"
"民谷","たみたに"
"民田","たみだ"
"民長","たみなが"
"田港","たみなと"
"田南","たみなみ"
"田簑","たみの"
"民野","たみの"
"田宮","たみや"
"民谷","たみや"
"民輪","たみわ"
"田向","たむかい"
"田迎","たむかえ"
"田向","たむき"
"多村","たむら"
"太村","たむら"
"田村","たむら"
"田邑","たむら"
"田邨","たむら"
"田室","たむろ"
"多米","ため"
"為井","ためい"
"溜井","ためい"
"爲井","ためい"
"溜池","ためいけ"
"為石","ためいし"
"爲石","ためいし"
"爲家","ためか"
"溜川","ためかわ"
"爲川","ためかわ"
"為ヶ井","ためがい"
"為我井","ためがい"
"為谷","ためがい"
"集貝","ためがい"
"田部井","ためがい"
"田米開","ためがい"
"為貴","ためき"
"為国","ためくに"
"為汲","ためくみ"
"為栗","ためぐり"
"為貞","ためさだ"
"為定","ためさだ"
"為澤","ためざわ"
"為重","ためしげ"
"為季","ためすえ"
"為末","ためすえ"
"為田","ためだ"
"為近","ためちか"
"為藤","ためとう"
"為永","ためなが"
"爲永","ためなが"
"為成","ためなり"
"為西","ためにし"
"為則","ためのり"
"爲則","ためのり"
"為久","ためひさ"
"爲久","ためひさ"
"為平","ためひら"
"為広","ためひろ"
"為房","ためふさ"
"爲房","ためふさ"
"為水","ためみず"
"為本","ためもと"
"為森","ためもり"
"田茂","たも"
"田茂井","たもい"
"玉生","たもう"
"田母神","たもかみ"
"田母神","たもがみ"
"田面木","たもぎ"
"保","たもつ"
"保津","たもつ"
"田元","たもと"
"田本","たもと"
"田面木","たものき"
"多森","たもり"
"太森","たもり"
"田守","たもり"
"田森","たもり"
"田盛","たもり"
"多聞","たもん"
"多門","たもん"
"田門","たもん"
"多門院","たもんいん"
"他谷","たや"
"多屋","たや"
"多谷","たや"
"太矢","たや"
"田屋","たや"
"田家","たや"
"田谷","たや"
"田矢","たや"
"旅","たや"
"旅家","たや"
"太屋岡","たやおか"
"谷田貝","たやがい"
"太野垣","たやがき"
"陀安","たやす"
"田安","たやす"
"田保","たやす"
"田屋舘","たやだて"
"田舎中","たやなか"
"多山","たやま"
"太山","たやま"
"田山","たやま"
"田山地","たやまち"
"田湯","たゆ"
"田結","たゆい"
"田幸","たゆき"
"田吉","たよし"
"田頼","たより"
"多良","たら"
"太良","たら"
"多羅尾","たらお"
"太良尾","たらお"
"田良島","たらしま"
"田羅鋤","たらすき"
"田良原","たらはら"
"多羅間","たらま"
"田利","たり"
"田里","たり"
"足澤","たりさわ"
"多留","たる"
"樽","たる"
"樽井","たる"
"垂井","たるい"
"樽井","たるい"
"樽家","たるい"
"垂石","たるいし"
"樽川","たるかわ"
"垂沢","たるさわ"
"足沢","たるさわ"
"樽沢","たるさわ"
"樽澤","たるさわ"
"樽島","たるしま"
"樽田","たるた"
"垂谷","たるたに"
"樽谷","たるたに"
"樽茶","たるちゃ"
"樽床","たるとこ"
"樽古","たるふる"
"垂","たるみ"
"垂見","たるみ"
"垂水","たるみ"
"樽海","たるみ"
"樽見","たるみ"
"樽美","たるみ"
"垂水","たるみず"
"樽本","たるもと"
"樽屋","たるや"
"樽家","たるや"
"樽谷","たるや"
"垂","たれ"
"埀門","たれかど"
"垂木","たれき"
"垂澤","たれさわ"
"垂ノ内","たれのうち"
"多呂","たろ"
"太郎浦","たろううら"
"太郎田","たろうだ"
"太郎丸","たろうまる"
"太郎浦","たろうら"
"太郎良","たろうら"
"多和","たわ"
"田和","たわ"
"多和田","たわた"
"田綿","たわた"
"多和田","たわだ"
"峠田","たわだ"
"垰本","たわもと"
"田原","たわら"
"俵","たわら"
"俵木","たわらぎ"
"俵谷","たわらたに"
"俵田","たわらだ"
"俵積田","たわらつみた"
"俵積田","たわらつみだ"
"俵原","たわらはら"
"俵本","たわらもと"
"俵屋","たわらや"
"俵谷","たわらや"
"俵矢","たわらや"
"俵山","たわらやま"
"垰野","たをの"
"丹","たん"
"丹阿弥","たんあみ"
"丹尾","たんお"
"淡海","たんかい"
"淡河","たんかわ"
"丹菊","たんきく"
"丹木","たんぎ"
"丹菊","たんぎく"
"丹家","たんけ"
"丹慶","たんけい"
"丹下","たんげ"
"丹家","たんげ"
"丹古","たんご"
"丹呉","たんご"
"丹後","たんご"
"丹后","たんご"
"反後","たんご"
"丹黒","たんごく"
"丹崎","たんざき"
"丹沢","たんざわ"
"丹澤","たんざわ"
"丹所","たんしょ"
"丹生","たんしょう"
"丹司","たんじ"
"丹治","たんじ"
"丹嶌","たんじま"
"丹上","たんじょう"
"丹正","たんじょう"
"丹生","たんじょう"
"丹生","たんせい"
"丹宗","たんそう"
"丹蔵","たんぞう"
"丹多","たんだ"
"丹田","たんだ"
"短田","たんだ"
"反田","たんだ"
"丹代","たんだい"
"旦代","たんだい"
"丹藤","たんとう"
"丹戸","たんど"
"反頭","たんどう"
"丹内","たんない"
"反中","たんなか"
"淡輪","たんなわ"
"丹根","たんね"
"丹野","たんの"
"淡野","たんの"
"淡輪","たんのわ"
"丹羽","たんば"
"丹波","たんば"
"丹葉","たんば"
"反畑","たんばた"
"丹波屋","たんばや"
"丹原","たんばら"
"反怖","たんぷ"
"丹部","たんべ"
"旦部","たんべ"
"多武保","たんぼ"
"丹保","たんぼ"
"旦暮","たんぼ"
"田甫","たんぼ"
"反怖","たんぼ"
"反保","たんぼ"
"反甫","たんぼ"
"丹保","たんぽ"
"丹甫","たんぽ"
"旦保","たんぽ"
"端保","たんぽ"
"反怖","たんぽ"
"反保","たんぽ"
"反甫","たんぽ"
"反方","たんぽう"
"丹山","たんやま"
"代","だい"
"台","だい"
"台場","だい"
"大","だい"
"臺","だい"
"大尾","だいお"
"大王","だいおう"
"大王丸","だいおうまる"
"大海","だいかい"
"大学","だいがく"
"大萱","だいがや"
"台木","だいき"
"大喜","だいき"
"大休寺","だいきゅうじ"
"大工","だいく"
"大工園","だいくぞの"
"大工原","だいくはら"
"大工原","だいくばら"
"大宮司","だいぐうじ"
"大家","だいけ"
"大源","だいげん"
"大光","だいこう"
"大光寺","だいこうじ"
"大黒","だいこく"
"大黒屋","だいこくや"
"大黒谷","だいこくや"
"大根谷","だいこんや"
"太期","だいご"
"大胡","だいご"
"大五","だいご"
"大後","だいご"
"大護","だいご"
"大后","だいご"
"醍醐","だいご"
"大郷","だいごう"
"大悟法","だいごぼう"
"大権","だいごん"
"大作","だいさく"
"代嶋","だいしま"
"大聖","だいしょう"
"大正寺谷","だいしょうじたに"
"大聖寺谷","だいしょうじや"
"代島","だいじま"
"大上","だいじょう"
"大條","だいじょう"
"大上戸","だいじょうご"
"大西","だいせい"
"大膳","だいぜん"
"台蔵","だいぞう"
"代田","だいた"
"大谷","だいたに"
"代田","だいだ"
"大田","だいだ"
"代々","だいだい"
"大代","だいだい"
"大丁","だいちょう"
"大長","だいちょう"
"大天","だいてん"
"大傳","だいでん"
"大塔","だいとう"
"大東","だいとう"
"大藤","だいとう"
"大頭","だいとう"
"大徳","だいとく"
"大同","だいどう"
"大堂","だいどう"
"大洞","だいどう"
"大道","だいどう"
"大銅","だいどう"
"大道寺","だいどうじ"
"台中","だいなか"
"堤中","だいなか"
"提中","だいなか"
"代永","だいなが"
"大成","だいなり"
"大仁","だいに"
"大日","だいにち"
"大仁","だいにん"
"台信","だいのぶ"
"臺信","だいのぶ"
"臺場","だいば"
"大久","だいひさ"
"大悲山","だいひさ"
"題府","だいふ"
"大福","だいふく"
"大部","だいぶ"
"大保","だいほ"
"大保","だいぼ"
"大坊","だいぼう"
"大松","だいまつ"
"大丸","だいまる"
"台丸屋","だいまるや"
"台丸谷","だいまるや"
"臺丸谷","だいまるや"
"大明","だいみょう"
"大目","だいめ"
"大本","だいもと"
"大門","だいもん"
"大文字","だいもんじ"
"大安","だいやす"
"大用","だいよう"
"大良","だいら"
"臺良","だいら"
"大楽","だいらく"
"大樂","だいらく"
"大利","だいり"
"大力","だいりき"
"大六野","だいろくの"
"駄賀","だが"
"嵩","だけ"
"嶽","だけ"
"嵩下","だけした"
"嶽ノ","だけの"
"太斎","ださい"
"太細","ださい"
"太宰","だざい"
"出樋","だすぜ"
"駄竹","だちく"
"脱","だつ"
"伊達","だて"
"達","だて"
"伊達木","だてき"
"伊達木","だてぎ"
"伊達崎","だてざき"
"伊達道","だてみち"
"伊達山","だてやま"
"駄原","だはら"
"駄場","だば"
"陀保","だほ"
"陀安","だやす"
"達摩","だるま"
"達磨","だるま"
"旦","だん"
"淡","だん"
"団","だん"
"壇","だん"
"弾","だん"
"檀","だん"
"段","だん"
"團","だん"
"檀岡","だんおか"
"段上","だんがみ"
"團上","だんがみ"
"段木","だんき"
"團子","だんご"
"段坂","だんざか"
"檀崎","だんざき"
"段下","だんした"
"段證","だんしょう"
"弾正","だんじょう"
"檀上","だんじょう"
"段上","だんじょう"
"弾正原","だんじょうばら"
"段谷","だんたに"
"段々","だんだ"
"段田","だんだ"
"壇辻","だんつじ"
"檀辻","だんつじ"
"弾塚","だんづか"
"団藤","だんどう"
"團藤","だんどう"
"団野","だんの"
"檀野","だんの"
"段野","だんの"
"團野","だんの"
"段ノ上","だんのうえ"
"段之上","だんのうえ"
"檀浦","だんのうら"
"團之原","だんのはら"
"段林","だんばやし"
"檀原","だんばら"
"段原","だんばら"
"団村","だんむら"
"段村","だんむら"
"團村","だんむら"
"段本","だんもと"
"檀谷","だんや"
"千秋","ちあき"
"千明","ちあき"
"千足","ちあし"
"地井","ちい"
"千色","ちいろ"
"地海","ちうみ"
"千浦","ちうら"
"地浦","ちうら"
"知恵","ちえ"
"千枝","ちえだ"
"近","ちか"
"親跡","ちかあと"
"近井","ちかい"
"近池","ちかいけ"
"近石","ちかいし"
"近泉","ちかいずみ"
"近内","ちかうち"
"近浦","ちかうら"
"近岡","ちかおか"
"近兼","ちかかね"
"近川","ちかがわ"
"近木","ちかき"
"近清","ちかきよ"
"近沢","ちかさわ"
"近澤","ちかさわ"
"近沢","ちかざわ"
"近澤","ちかざわ"
"近重","ちかしげ"
"近島","ちかしま"
"近嶋","ちかじま"
"近末","ちかすえ"
"近角","ちかずみ"
"近惣","ちかそう"
"近田","ちかた"
"近谷","ちかたに"
"近田","ちかだ"
"近津","ちかつ"
"近辻","ちかつじ"
"近常","ちかつね"
"近長","ちかなが"
"近浪","ちかなみ"
"近成","ちかなり"
"近西","ちかにし"
"近野","ちかの"
"千鹿野","ちかの"
"近原","ちかはら"
"近葉","ちかば"
"近久","ちかひさ"
"近平","ちかひら"
"近間","ちかま"
"千竃","ちかま"
"近松","ちかまつ"
"近見","ちかみ"
"千頭","ちかみ"
"近村","ちかむら"
"近持","ちかもち"
"近本","ちかもと"
"近森","ちかもり"
"近谷","ちかや"
"近山","ちかやま"
"力","ちから"
"力石","ちからいし"
"近嵐","ちからし"
"千川","ちかわ"
"千賀","ちが"
"違","ちがい"
"千貝","ちがい"
"千ヶ崎","ちがさき"
"千金","ちがね"
"千川原","ちがはら"
"千蒲","ちがま"
"千神","ちがみ"
"地川","ちがわ"
"千北","ちきた"
"知北","ちきた"
"知久","ちきゅう"
"知京","ちきょう"
"地京","ちきょう"
"千木良","ちきら"
"千切","ちきり"
"千北","ちぎた"
"千喜良","ちぎら"
"千輝","ちぎら"
"千吉良","ちぎら"
"千明","ちぎら"
"千木良","ちぎら"
"地切","ちぎり"
"竺","ちく"
"知久","ちく"
"築","ちく"
"築井","ちくい"
"筑井","ちくい"
"築尾","ちくお"
"筑川","ちくがわ"
"筑後","ちくご"
"竺沙","ちくさ"
"千種","ちくさ"
"千草","ちくさ"
"千艸","ちくさ"
"築崎","ちくざき"
"竹士","ちくし"
"筑紫","ちくし"
"築瀬","ちくせ"
"筑瀬","ちくせ"
"千久谷","ちくたに"
"竹田","ちくだ"
"筑田","ちくだ"
"知久平","ちくだいら"
"築舘","ちくだて"
"築達","ちくだて"
"竺土","ちくど"
"千国","ちくに"
"千國","ちくに"
"築野","ちくの"
"築花","ちくはな"
"竹馬","ちくば"
"竹生","ちくぶ"
"千熊","ちくま"
"知久馬","ちくま"
"竹間","ちくま"
"竹馬","ちくま"
"筑間","ちくま"
"筑摩","ちくま"
"筑丸","ちくまる"
"千酌","ちくみ"
"竹本","ちくもと"
"筑本","ちくもと"
"千倉","ちくら"
"千蔵","ちくら"
"千藏","ちくら"
"地久里","ちくり"
"竹林地","ちくりんじ"
"千種","ちぐさ"
"千草","ちぐさ"
"地口","ちぐち"
"知見","ちけん"
"千見寺","ちけんじ"
"知見寺","ちけんじ"
"児堂","ちごどう"
"児童","ちごどう"
"児野","ちごの"
"兒野","ちごの"
"地斎","ちさい"
"千坂","ちさか"
"千阪","ちさか"
"地崎","ちさき"
"樗木","ちさき"
"苣木","ちさき"
"苣野","ちさの"
"地崎","ちざき"
"千桜","ちざくら"
"千沢","ちざわ"
"千澤","ちざわ"
"知識","ちしき"
"千島","ちしま"
"千嶋","ちしま"
"樗木","ちしゃき"
"千代","ちしろ"
"千地","ちじ"
"知地","ちじ"
"千々岩","ちじいわ"
"千足","ちそく"
"千田","ちだ"
"知田","ちだ"
"地田","ちだ"
"智田","ちだ"
"乳井","ちちい"
"千々岩","ちちいわ"
"父田","ちちだ"
"千々布","ちちぶ"
"秩父","ちちぶ"
"千地","ちぢ"
"千々岩","ちぢいわ"
"千々石","ちぢいわ"
"千々木","ちぢき"
"千々波","ちぢなみ"
"千々松","ちぢまつ"
"縮","ちぢみ"
"千々谷","ちぢや"
"千々岩","ちぢわ"
"千々波","ちぢわ"
"千々和","ちぢわ"
"千津井","ちづい"
"遅塚","ちづか"
"地附","ちづき"
"地搗","ちづき"
"千頭和","ちづわ"
"知禿","ちとく"
"千歳","ちとせ"
"千年","ちとせ"
"千年原","ちとせはら"
"千年屋","ちとせや"
"地土井","ちどい"
"知名","ちな"
"智内","ちない"
"因","ちなみ"
"千貫","ちぬき"
"地主","ちぬし"
"知念","ちねん"
"茅野","ちの"
"千野","ちの"
"知野","ちの"
"智野","ちの"
"地濃","ちのう"
"茅根","ちのね"
"千野根","ちのね"
"知野見","ちのみ"
"千浜","ちはま"
"地浜","ちはま"
"地濱","ちはま"
"千早","ちはや"
"千速","ちはや"
"茅原","ちはら"
"千原","ちはら"
"知原","ちはら"
"地原","ちはら"
"智原","ちはら"
"茆原","ちはら"
"千羽","ちば"
"千波","ちば"
"千馬","ちば"
"千葉","ちば"
"知場","ちば"
"地場","ちば"
"地葉","ちば"
"千葉桜","ちばざくら"
"千葉櫻","ちばざくら"
"千畑","ちばた"
"千葉東","ちばと"
"千葉東","ちばとう"
